"Age","Gender","Education","Country","Ethnicity","Nscore2","Escore2","Cscore2","Alcohol2","Cannabis2","Nicotine2","Opioid","Ascore2","Oscore2"
"45-54","Male","University degree","UK","White",48,30,28,"Used","Used","Used","Used",39,43
"45-54","Female","Professional certificate/ diploma","Canada","White",46,31,38,"Used","Used","Used","Used",41,44
"18-24","Male","Left school at 18 years","Other","White",25,37,42,"Used","Used","Used","Used",45,50
"18-24","Female","Some college or university, no certificate or degree","Other","White",21,43,28,"Used","Used","Used","Never Used",41,52
"25-34","Male","Some college or university, no certificate or degree","USA","White",37,37,42,"Used","Used","Used","Used",41,40
"18-24","Male","Some college or university, no certificate or degree","USA","Mixed-White/Asian",41,44,38,"Used","Used","Used","Never Used",39,51
"18-24","Male","Some college or university, no certificate or degree","Canada","White",54,40,37,"Used","Used","Used","Never Used",40,58
"45-54","Male","Left school at 18 years","UK","White",18,47,39,"Used","Used","Used","Never Used",47,44
"18-24","Female","Professional certificate/ diploma","USA","White",46,24,42,"Used","Used","Used","Used",46,45
"35-44","Male","Professional certificate/ diploma","USA","White",46,33,36,"Used","Used","Used","Never Used",34,40
"18-24","Male","Some college or university, no certificate or degree","USA","Other",47,31,33,"Used","Used","Used","Used",43,48
"18-24","Female","Some college or university, no certificate or degree","USA","White",44,37,38,"Used","Used","Used","Never Used",46,52
"18-24","Female","Some college or university, no certificate or degree","USA","White",33,43,49,"Used","Used","Used","Never Used",43,52
"18-24","Male","Masters degree","USA","White",49,34,44,"Used","Used","Used","Never Used",43,52
"18-24","Male","Professional certificate/ diploma","Other","White",30,40,29,"Used","Used","Used","Never Used",41,47
"35-44","Male","Professional certificate/ diploma","Other","White",44,36,43,"Used","Used","Used","Never Used",38,47
"18-24","Male","Professional certificate/ diploma","UK","White",21,48,33,"Used","Never Used","Never Used","Never Used",39,42
"18-24","Male","Some college or university, no certificate or degree","UK","White",19,41,47,"Used","Used","Never Used","Never Used",44,51
"18-24","Male","University degree","Australia","White",34,37,36,"Used","Used","Used","Never Used",39,52
"18-24","Male","Some college or university, no certificate or degree","USA","White",42,39,41,"Used","Used","Used","Used",32,50
"18-24","Male","Some college or university, no certificate or degree","Other","White",44,44,31,"Used","Used","Used","Used",36,48
"25-34","Male","Some college or university, no certificate or degree","UK","White",36,53,42,"Used","Never Used","Never Used","Never Used",39,44
"25-34","Male","University degree","UK","White",35,36,38,"Used","Used","Used","Never Used",51,54
"18-24","Male","Some college or university, no certificate or degree","USA","White",47,36,49,"Used","Used","Used","Never Used",39,44
"18-24","Male","Some college or university, no certificate or degree","USA","White",40,33,41,"Used","Used","Used","Used",46,44
"18-24","Female","University degree","UK","White",30,45,50,"Used","Used","Used","Never Used",47,49
"25-34","Female","Some college or university, no certificate or degree","USA","White",37,47,47,"Used","Used","Used","Used",41,51
"35-44","Female","Some college or university, no certificate or degree","UK","White",48,44,37,"Used","Used","Used","Used",46,55
"18-24","Male","Some college or university, no certificate or degree","Canada","White",25,41,54,"Used","Used","Used","Used",46,46
"25-34","Male","Some college or university, no certificate or degree","USA","White",41,37,34,"Used","Used","Used","Used",47,45
"18-24","Male","Left school at 18 years","Republic","White",31,42,37,"Used","Used","Used","Never Used",38,47
"45-54","Female","University degree","USA","White",37,33,40,"Used","Used","Used","Never Used",48,39
"25-34","Male","Some college or university, no certificate or degree","USA","White",41,32,42,"Used","Used","Used","Used",49,43
"18-24","Female","University degree","Canada","White",54,29,45,"Used","Used","Used","Never Used",31,55
"25-34","Male","Some college or university, no certificate or degree","USA","White",33,41,35,"Used","Used","Used","Used",40,44
"18-24","Male","Left school at 17 years","Australia","White",32,45,35,"Used","Used","Used","Never Used",47,51
"18-24","Female","Some college or university, no certificate or degree","USA","White",46,45,38,"Used","Used","Used","Used",36,53
"18-24","Male","University degree","USA","White",40,26,30,"Used","Used","Used","Used",48,39
"18-24","Male","Professional certificate/ diploma","UK","White",21,34,41,"Used","Used","Used","Never Used",54,37
"18-24","Male","Left school at 18 years","USA","White",21,45,39,"Used","Used","Never Used","Never Used",37,53
"45-54","Female","University degree","USA","White",48,51,29,"Used","Used","Used","Used",30,52
"18-24","Male","Some college or university, no certificate or degree","USA","White",47,35,35,"Used","Used","Used","Never Used",34,46
"25-34","Male","University degree","USA","White",41,36,45,"Used","Used","Used","Used",32,51
"18-24","Male","Some college or university, no certificate or degree","UK","White",29,40,44,"Used","Used","Used","Never Used",37,43
"18-24","Male","Some college or university, no certificate or degree","Canada","White",57,42,34,"Used","Used","Used","Used",37,48
"18-24","Female","Some college or university, no certificate or degree","USA","White",37,33,47,"Used","Used","Never Used","Never Used",46,46
"45-54","Male","Doctorate degree","Australia","White",42,41,44,"Used","Used","Used","Used",57,52
"25-34","Female","Masters degree","UK","White",51,34,33,"Used","Used","Used","Never Used",41,46
"18-24","Female","University degree","USA","White",32,42,43,"Used","Used","Used","Never Used",42,45
"18-24","Male","Some college or university, no certificate or degree","UK","White",35,47,45,"Used","Never Used","Never Used","Used",40,51
"18-24","Male","Some college or university, no certificate or degree","USA","White",35,41,39,"Used","Used","Used","Used",45,51
"18-24","Male","Some college or university, no certificate or degree","Other","Mixed-Black/Asian",36,38,26,"Used","Used","Used","Never Used",29,45
"18-24","Male","University degree","Australia","White",42,24,31,"Used","Used","Used","Used",49,26
"18-24","Male","University degree","USA","White",41,44,50,"Used","Used","Used","Used",36,47
"18-24","Male","Some college or university, no certificate or degree","USA","White",37,49,36,"Used","Used","Never Used","Used",35,54
"18-24","Male","University degree","Other","White",27,43,39,"Used","Used","Used","Never Used",38,46
"25-34","Female","Doctorate degree","Australia","White",52,43,43,"Used","Used","Never Used","Never Used",47,53
"18-24","Male","Some college or university, no certificate or degree","USA","White",37,44,40,"Used","Used","Used","Never Used",51,57
"18-24","Male","Professional certificate/ diploma","UK","White",39,37,41,"Used","Used","Used","Never Used",49,41
"18-24","Male","Some college or university, no certificate or degree","USA","White",45,34,41,"Used","Used","Used","Never Used",47,47
"25-34","Female","Masters degree","USA","White",37,33,46,"Used","Used","Used","Never Used",44,55
"45-54","Female","Doctorate degree","USA","White",36,41,36,"Used","Used","Used","Never Used",38,46
"25-34","Female","Masters degree","USA","White",44,35,46,"Used","Never Used","Used","Never Used",41,46
"18-24","Male","University degree","USA","White",41,33,41,"Used","Used","Used","Used",42,43
"18-24","Male","University degree","Australia","White",21,41,30,"Used","Used","Never Used","Never Used",41,46
"45-54","Male","Masters degree","USA","White",32,42,44,"Used","Used","Used","Never Used",35,47
"18-24","Male","Some college or university, no certificate or degree","Australia","White",21,51,48,"Used","Used","Never Used","Never Used",46,50
"18-24","Male","Left school at 18 years","UK","White",43,40,30,"Used","Used","Used","Never Used",44,58
"25-34","Male","University degree","USA","White",38,30,42,"Used","Used","Used","Used",24,50
"18-24","Male","Some college or university, no certificate or degree","USA","White",30,39,32,"Used","Used","Used","Never Used",40,52
"18-24","Male","Some college or university, no certificate or degree","USA","White",29,40,50,"Used","Used","Never Used","Never Used",54,48
"25-34","Female","Some college or university, no certificate or degree","USA","White",41,37,40,"Used","Used","Used","Never Used",36,47
"18-24","Female","Some college or university, no certificate or degree","USA","White",39,45,38,"Used","Used","Used","Used",50,53
"35-44","Male","Some college or university, no certificate or degree","USA","White",45,28,44,"Used","Used","Never Used","Used",42,36
"18-24","Female","Professional certificate/ diploma","Canada","White",41,37,37,"Used","Used","Used","Never Used",50,35
"25-34","Male","University degree","USA","White",42,37,35,"Used","Used","Used","Used",30,48
"18-24","Male","Left school at 18 years","USA","White",41,44,39,"Used","Used","Used","Never Used",36,53
"55-64","Male","Masters degree","USA","White",21,40,45,"Used","Used","Never Used","Never Used",51,54
"18-24","Male","Masters degree","Other","White",40,33,45,"Used","Used","Used","Never Used",41,49
"18-24","Male","Some college or university, no certificate or degree","USA","White",28,49,43,"Never Used","Used","Never Used","Used",49,55
"25-34","Male","University degree","USA","White",43,41,32,"Used","Used","Used","Used",35,36
"18-24","Male","Some college or university, no certificate or degree","USA","White",36,40,40,"Used","Used","Used","Used",44,55
"18-24","Female","Some college or university, no certificate or degree","USA","White",32,41,34,"Used","Used","Used","Used",42,46
"18-24","Male","Left school at 16 years","Canada","Mixed-White/Black",41,45,33,"Used","Used","Used","Used",36,50
"25-34","Male","Some college or university, no certificate or degree","UK","White",26,43,45,"Used","Used","Used","Never Used",53,57
"18-24","Male","Professional certificate/ diploma","USA","Mixed-White/Asian",41,48,54,"Used","Used","Used","Used",47,45
"25-34","Male","Left school at 17 years","Canada","White",49,34,29,"Used","Used","Used","Used",30,43
"18-24","Male","Some college or university, no certificate or degree","USA","White",26,54,48,"Used","Used","Used","Used",42,53
"18-24","Female","Some college or university, no certificate or degree","Other","Asian",46,31,32,"Used","Used","Used","Never Used",36,53
"25-34","Male","Some college or university, no certificate or degree","Other","White",42,45,28,"Used","Used","Used","Never Used",40,53
"18-24","Male","University degree","UK","White",36,39,39,"Used","Used","Used","Used",39,45
"18-24","Male","Some college or university, no certificate or degree","Canada","White",20,48,48,"Never Used","Used","Used","Used",48,58
"18-24","Male","Some college or university, no certificate or degree","Republic","White",51,36,37,"Used","Used","Used","Used",32,45
"18-24","Female","Some college or university, no certificate or degree","USA","White",34,47,36,"Used","Used","Never Used","Never Used",39,42
"18-24","Male","Some college or university, no certificate or degree","Canada","White",40,32,36,"Used","Used","Used","Used",47,50
"18-24","Female","Some college or university, no certificate or degree","USA","White",35,48,54,"Used","Used","Used","Never Used",48,55
"18-24","Female","Some college or university, no certificate or degree","USA","White",24,42,52,"Used","Used","Used","Used",49,51
"45-54","Male","Professional certificate/ diploma","UK","White",51,35,28,"Used","Used","Used","Used",41,52
"25-34","Male","University degree","USA","White",45,34,49,"Used","Used","Used","Used",40,53
"18-24","Male","Masters degree","USA","White",38,50,34,"Used","Used","Used","Used",32,47
"25-34","Female","Masters degree","USA","White",29,37,40,"Used","Used","Used","Never Used",47,46
"18-24","Female","Some college or university, no certificate or degree","UK","White",50,27,23,"Used","Used","Used","Never Used",38,47
"25-34","Female","Masters degree","USA","White",38,32,34,"Used","Used","Used","Used",45,42
"18-24","Female","Some college or university, no certificate or degree","USA","Other",43,42,36,"Used","Used","Used","Never Used",43,55
"35-44","Male","Professional certificate/ diploma","USA","Other",48,24,39,"Used","Used","Used","Used",30,51
"25-34","Male","Some college or university, no certificate or degree","Australia","White",27,43,25,"Used","Used","Used","Never Used",46,51
"18-24","Female","University degree","USA","White",30,49,43,"Used","Used","Used","Never Used",43,52
